acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs
6234,CA,92806,Wells,662,05012845,5,0.6259,-0.47,111,81,1,1
6235,LA,71497,Discover,1566,03013525,3,0.9669,-0.03,136,32,110,2
6236,MO,63852,Associates,9523,01015936,1,0.5183,-0.66,107,45,8,3
6237,CA,93256,Wells,998,05012800,5,0.9478,-0.05,126,57,114,7
6238,CA,95825,Chase,2910,04013158,4,0.2665,-1.32,118,96,30,1
6239,CA,90222,Wells,4679,08012250,8,0.1568,-1.85,120,87,10,2
6240,FL,32605,Bank_Of_Am,8253,03013467,3,0.3576,-1.03,128,56,172,1
6241,TX,78250,Discover,5020,10011438,10,0.1301,-2.04,133,10,15,1
6242,CA,95963,Bank_Of_Am,465,09012117,9,0.2124,-1.55,144,30,10,4
6243,MI,48195,Discover,2663,03013522,3,0.8278,-0.19,128,73,29,1
6244,AZ,85324,Discover,3906,09012110,9,0.8330,-0.18,96,64,276,5
6245,CA,95832,Wells,3919,06012666,6,0.8866,-0.12,114,50,10,2
6246,IA,52206,Discover,3447,01015996,1,0.4085,-0.9,112,51,72,8
6247,CA,95368,Bank_Of_Am,1977,04013110,4,0.0373,-3.29,125,16,37,2
6248,LA,70607,Associates,3063,01015410,1,0.7232,-0.32,92,98,113,2
6249,KY,42503,Wells,4239,06012646,6,0.6994,-0.36,113,95,39,2
6250,NY,11212,Chase_Rev,1537,03013630,3,0.1399,-1.97,131,15,37,4
6251,TX,76020,Discover,3202,04013067,4,0.4078,-0.9,116,34,95,3
6252,MA,01821,Associates,2735,04013119,4,0.9452,-0.06,93,91,84,2
6253,PA,19126,Associates,1557,04013141,4,0.2410,-1.42,140,10,35,2
6254,FL,33165,Wells,3185,01015333,1,0.8674,-0.14,128,65,248,4
6255,CA,93535,Associates,238,01019461,1,0.5798,-0.55,107,12,81,1
6256,CA,95366,Wells,1877,02013997,2,0.0163,-4.12,140,56,9,6
6257,WA,98368,Bank_Of_Am,1855,05012846,5,0.7557,-0.28,132,41,87,8
6258,CA,91801,Wells_FIB,2439,01014799,1,0.1414,-1.96,123,63,162,1
6259,NC,27565,Bank_Of_Am,7148,03013635,3,0.6910,-0.37,97,71,56,5
6260,NV,89523,Wells,1167,09011905,9,0.9389,-0.06,131,92,43,6
6261,MD,21660,Chase_Rev,1972,05012907,5,0.5728,-0.56,98,52,93,1
6262,CA,92620,Bank_Of_Am,5130,05012914,5,0.2524,-1.38,143,78,70,1
6263,TX,77056,Discover,981,08012348,8,0.3285,-1.11,125,25,49,1
6264,OH,44264,Discover,2791,06012622,6,0.7407,-0.3,96,39,4,1
6265,FL,32207,Bank_Of_Am,6359,01018086,1,0.6188,-0.48,111,83,31,4
6266,MS,39341,Discover,1892,07012498,7,0.8723,-0.14,111,99,55,2
6267,CO,80203,Associates,2642,06012639,6,0.7117,-0.34,141,44,47,4
6268,TX,75001,Discover,2721,10011706,10,0.8768,-0.13,81,49,37,1
6269,CA,92270,Bank_Of_Am,9529,01015119,1,0.5546,-0.59,112,53,8,1
6270,CA,92301,Bank_Of_Am,1456,10011851,10,0.0013,-6.64,142,46,20,2
6271,CA,95617,Wells,10485,10011754,10,0.7888,-0.24,107,62,5,1
6272,MA,02155,Discover,3970,03013323,3,0.1599,-1.83,133,66,15,7
6273,CA,90061,Associates,4292,08012177,8,0.2771,-1.28,141,63,139,2
6274,CA,94804,Wells,2225,02924700,2,0.3833,-0.96,141,57,255,4
6275,NY,12205,Chase,3847,06012769,6,0.3377,-1.09,148,84,9,2
6276,TX,76903,Discover,1104,08012353,8,0.7769,-0.25,126,39,81,3
6277,AZ,85258,Bank_Of_Am,956,04013069,4,0.1204,-2.12,93,94,181,5
6278,TX,76310,Discover,8114,10011054,10,0.5283,-0.64,142,89,102,1
6279,NM,87112,Discover,7164,10011569,10,0.8850,-0.12,145,17,19,6
6280,WA,98168,Bank_Of_Am,819,06012662,6,0.5720,-0.56,121,99,55,1
6281,CA,95127,Wells,2109,05012864,5,0.1977,-1.62,126,87,265,2
6282,CA,90036,Bank_Of_Am,8879,10011474,10,0.5677,-0.57,129,9,1,1
6283,CA,92260,Wells,10626,10011712,10,0.0665,-2.71,113,22,13,5
6284,NY,11203,Chase,3906,08000000,8,0.9220,-0.08,142,60,196,13
6285,LA,71040,Wells,5734,05012807,5,0.0588,-2.83,139,41,86,2
6286,FL,32244,Associates,2568,04013108,4,0.1708,-1.77,99,24,125,2
6287,MA,02122,Associates,3028,01016856,1,0.7395,-0.3,127,48,62,13
6288,CA,92507,Bank_Of_Am,803,04923105,4,0.3093,-1.17,128,24,61,4
6289,PA,15206,Discover,2123,05012925,5,0.1406,-1.96,130,29,36,3
6290,KY,41224,Wells,2379,03013337,3,0.6797,-0.39,140,44,125,2
6291,KY,40219,Chase_Bony,3919,06012754,6,0.2108,-1.56,106,44,57,1
6292,NY,11208,Discover,1912,01014989,1,0.8700,-0.14,135,83,84,1
6293,CA,95901,Bank_Of_Am,1929,03013321,3,0.3238,-1.13,111,26,5,3
6294,WI,53210,Discover,4228,01019084,1,0.3625,-1.01,118,22,74,2
6295,TX,77099,Chase,3026,10011537,10,0.9699,-0.03,134,42,113,2
6296,TX,79925,Wells,2547,09012046,9,0.3659,-1.01,106,79,39,2
6297,CA,95037,Wells,8748,09011982,9,0.3792,-0.97,82,84,22,7
6298,TX,79839,Associates,2957,02013862,2,0.0651,-2.73,131,8,96,1
6299,GA,31903,Discover,7967,04923100,4,0.2590,-1.35,111,39,135,8
6300,NY,10701,Chase_Bony,1222,05012962,5,0.6354,-0.45,129,14,11,1
6301,CO,80021,Discover,10169,09920908,9,0.0447,-3.11,120,32,27,8
6302,NC,28412,Discover,1495,02013731,2,0.1608,-1.83,134,67,59,2
6303,NC,27405,Discover,1909,01018287,1,0.6053,-0.5,116,23,167,2
6304,CT,06010,Chase_Rev,548,02013689,2,0.6904,-0.37,117,36,132,1
6305,FL,33470,Discover,5418,06012655,6,0.9992,0,113,10,33,2
6306,TX,78041,Discover,4920,06012699,6,0.1279,-2.06,121,51,63,2
6307,CA,90621,Wells,1684,01015434,1,0.4050,-0.9,89,65,50,3
6308,AZ,85283,Wells_FIB,2204,01926884,1,0.6029,-0.51,138,16,572,2
6309,FL,32578,Associates,4370,01018491,1,0.9135,-0.09,107,69,109,1
6310,FL,33050,Discover,11056,09011935,9,0.9496,-0.05,114,23,37,1
6311,TX,77088,Wells,1098,01019315,1,0.6153,-0.49,105,24,64,1
6312,MN,55106,Discover,3836,07012541,7,0.5599,-0.58,109,10,133,2
6313,TX,75181,Wells,5769,02014445,2,0.6941,-0.37,143,51,28,3
6314,WV,25670,Associates,869,06012683,6,0.2517,-1.38,102,30,13,3
6315,OH,44691,Associates,6620,08012200,8,0.0703,-2.65,109,91,80,1
6316,TX,78729,Chase_Rev,9756,10011113,10,0.1695,-1.77,94,81,10,1
6317,NY,11694,Wells,4462,01016742,1,0.8415,-0.17,135,6,138,3
6318,VA,24354,Bank_Of_Am,1515,04013145,4,0.3380,-1.08,103,61,74,1
6319,AZ,85211,Discover,8610,10011603,10,0.0503,-2.99,139,33,100,5
6320,OH,43506,Associates,3743,06012724,6,0.6894,-0.37,84,77,9,1
6321,IL,61820,Associates,4672,06012628,6,0.2026,-1.6,128,23,49,1
6322,NY,11232,Associates,8104,01015465,1,0.7372,-0.3,98,37,103,6
6323,OH,43314,Chase,3075,02013846,2,0.8371,-0.18,147,67,48,1
6324,KS,66083,Associates,2961,06012669,6,0.1494,-1.9,124,50,36,1
6325,FL,32754,Discover,4119,05922880,5,0.1585,-1.84,122,38,15,2
6326,MO,65663,Associates,2998,01016839,1,0.6683,-0.4,134,26,90,2
6327,TX,78218,Discover,1961,03013473,3,0.8917,-0.11,111,45,87,1
6328,VA,22802,Discover,1300,08000000,8,0.5400,-0.62,100,26,53,3
6329,TX,75040,Associates,4754,10011018,10,0.1247,-2.08,141,45,24,3
6330,IL,61482,Wells,2631,01015824,1,0.3690,-1,137,68,33,5
6331,FL,34667,Discover,4055,04013278,4,0.4001,-0.92,119,96,40,1
6332,FL,32209,Bank_Of_Am,5313,01017603,1,0.1458,-1.93,141,44,40,15
6333,CA,90066,Wells,4026,05012886,5,0.8866,-0.12,138,27,9,5
6334,FL,32401,Wells,7991,08012200,8,0.8808,-0.13,138,78,17,9
6335,MD,21742,Discover,5989,07012375,7,0.6824,-0.38,115,69,5,4
6336,OH,45212,Discover,2020,05012895,5,0.1690,-1.78,133,25,99,2
6337,KY,40503,Discover,1454,04013151,4,0.3145,-1.16,129,22,102,1
6338,TX,77338,Associates,2107,10011474,10,0.3300,-1.11,134,33,110,2
6339,TX,75007,Discover,4114,07012355,7,0.1027,-2.28,145,90,85,3
6340,TX,75093,Wells,1174,01019243,1,0.4965,-0.7,100,95,58,1
6341,NC,27713,Chase,3398,02013966,2,0.7048,-0.35,102,26,45,16
6342,ME,04240,Bank_Of_Am,1499,05012873,5,0.8074,-0.21,87,9,12,3
6343,MD,20904,Associates,5286,07012527,7,0.5452,-0.61,118,2,34,2
6344,TX,76106,Discover,7452,10920548,10,0.6786,-0.39,116,66,73,13
6345,NM,88045,Associates,2637,10011799,10,0.9037,-0.1,146,44,9,3
6346,CA,91910,Wells,2759,01015255,1,0.8552,-0.16,122,30,47,1
6347,IL,61108,Associates,2866,05012864,5,0.3340,-1.1,91,56,17,8
6348,TX,79316,Associates,1911,10011723,10,0.7980,-0.23,130,65,1,1
6349,MN,55411,Associates,802,06012701,6,0.0525,-2.95,117,72,91,1
6350,PA,15104,Associates,3394,01019290,1,0.5860,-0.53,142,11,36,2
6351,NC,28379,Associates,2572,01019690,1,0.7946,-0.23,106,69,37,8
6352,MI,48207,Chase_Rev,1141,02013742,2,0.0133,-4.32,84,2,123,1
6353,WA,98362,Bank_Of_Am,2886,04013240,4,0.4266,-0.85,118,45,25,1
6354,TX,77082,Bank_Of_Am,3163,01018957,1,0.4392,-0.82,128,30,39,3
6355,CA,95018,Bank_Of_Am,472,05012774,5,0.7349,-0.31,119,28,222,12
6356,PA,15001,Discover,850,02014616,2,0.8093,-0.21,109,51,52,1
6357,CA,90004,Bank_Of_Am,1744,06012765,6,0.1964,-1.63,134,66,7,4
6358,FL,32176,Associates,6124,01017186,1,0.9706,-0.03,131,59,17,1
6359,MI,48377,Associates,7036,05012848,5,0.1294,-2.04,111,9,42,2
6360,CA,90807,Wells,5146,01014809,1,0.2315,-1.46,143,4,47,1
6361,FL,34683,Bank_Of_Am,6728,01019310,1,0.7596,-0.27,135,61,268,1
6362,CA,94590,Wells,1724,05922641,5,0.5939,-0.52,126,45,59,1
6363,AK,99611,Bank_Of_Am,2026,01018355,1,0.4871,-0.72,140,89,3,3
6364,AR,71601,Associates,2164,01016020,1,0.4836,-0.73,110,82,131,23
6365,OR,97214,Wells,1423,02013783,2,0.4622,-0.77,119,83,7,1
6366,CA,92570,Associates,1649,06012710,6,0.2594,-1.35,120,20,21,1
6367,CA,92392,Chase,7946,09011910,9,0.9523,-0.05,108,99,93,2
6368,CO,80214,Associates,6916,08012228,8,0.4823,-0.73,128,74,69,1
6369,NV,89014,Discover,4453,10011703,10,0.4349,-0.83,124,87,72,1
6370,CA,95120,Bank_Of_Am,3526,06012763,6,0.4198,-0.87,144,81,68,5
6371,OH,44615,Chase_Rev,2542,03013503,3,0.0399,-3.22,129,50,63,1
6372,MA,02703,Discover,3721,05012872,5,0.2338,-1.45,149,87,114,2
6373,CA,95824,Bank_Of_Am,2925,01019355,1,0.7886,-0.24,125,47,42,2
6374,PA,19014,Discover,1821,03013456,3,0.5345,-0.63,114,59,325,7
6375,NJ,07205,Chase_Bony,1621,02014249,2,0.8807,-0.13,143,30,11,1
6376,CA,95667,Wells,1862,05012878,5,0.2727,-1.3,109,72,30,4
6377,LA,70810,Discover,1473,08000000,8,0.4867,-0.72,111,48,38,1
6378,MS,39437,Discover,2285,02014571,2,0.4260,-0.85,109,27,122,7
6379,VA,22645,Associates,541,02014135,2,0.8330,-0.18,116,92,120,1
6380,WA,98930,Bank_Of_Am,2960,01016887,1,0.8438,-0.17,126,8,47,6
6381,TX,77045,Associates,1390,09012087,9,0.7761,-0.25,117,59,8,1
6382,CA,94116,Bank_Of_Am,8512,10011647,10,0.3879,-0.95,136,37,102,4
6383,TX,76103,Associates,6373,01018620,1,0.3833,-0.96,130,21,95,1
6384,AR,72756,Wells,3948,02014336,2,0.2948,-1.22,126,42,24,2
6385,LA,70664,Discover,3050,01926307,1,0.7508,-0.29,93,90,32,1
6386,CA,92109,Discover,2695,05012914,5,0.5903,-0.53,136,14,40,3
6387,CA,92865,Wells,3837,07012419,7,0.1074,-2.23,111,31,31,4
6388,CA,90068,Wells,2950,01018798,1,0.6449,-0.44,133,18,85,1
6389,CA,90061,Wells,1631,04013073,4,0.7754,-0.25,128,71,5,1
6390,MI,48219,Discover,2122,01015526,1,0.6603,-0.42,116,86,82,5
6391,FL,34207,Bank_Of_Am,3305,04013133,4,0.8282,-0.19,90,96,50,1
6392,NJ,08059,Bank_Of_Am,2441,01019469,1,0.1768,-1.73,128,45,71,1
6393,CA,93550,Wells,1529,03013480,3,0.6104,-0.49,105,5,104,10
6394,ID,83654,Associates,1067,06012663,6,0.9538,-0.05,109,17,65,3
6395,NC,27217,Chase_Bony,2133,01014868,1,0.7729,-0.26,126,27,43,1
6396,FL,34221,Discover,4051,05012935,5,0.3549,-1.04,144,23,138,2
6397,NC,27406,Discover,4795,01017692,1,0.4865,-0.72,146,27,73,7
6398,NC,28540,Bank_Of_Am,3553,04923492,4,0.5465,-0.6,129,26,18,3
6399,FL,34489,Discover,6835,01016374,1,0.8957,-0.11,123,64,79,2
6400,SC,29745,Chase_Rev,2807,03013449,3,0.8073,-0.21,127,53,11,3
6401,AZ,85258,Wells,1049,06012642,6,0.3672,-1,134,87,28,2
6402,HI,96792,Associates,1588,01015624,1,0.0305,-3.49,127,17,54,12
6403,NJ,07719,Discover,2506,01017118,1,0.8629,-0.15,101,4,91,1
6404,TX,78745,Wells_FIB,13282,10010977,10,0.0523,-2.95,138,4,241,20
6405,PA,15601,Discover,6414,01015673,1,0.4656,-0.76,111,39,39,1
6406,NV,89121,Bank_Of_Am,1198,08012288,8,0.8367,-0.18,125,51,90,4
6407,CA,91722,Discover,3629,01016443,1,0.9856,-0.01,70,92,50,4
6408,MO,64060,Associates,2750,01019524,1,0.6825,-0.38,102,26,84,1
6409,PA,19143,Associates,997,04013021,4,0.5110,-0.67,124,99,122,6
6410,TN,37204,Associates,4205,05012983,5,0.0362,-3.32,105,76,18,2
6411,TX,75238,Associates,6219,08012228,8,0.6279,-0.47,131,75,63,5
6412,NV,89119,Discover,2942,01015313,1,0.2497,-1.39,103,88,5,2
6413,DE,19802,Chase_Rev,849,04013284,4,0.4910,-0.71,121,83,124,5
6414,VT,05667,Discover,1537,08000000,8,0.7860,-0.24,134,48,163,1
6415,OH,44820,Associates,1239,01015156,1,0.1879,-1.67,136,86,39,6
6416,NC,27591,Chase_Rev,4589,03013421,3,0.4718,-0.75,125,1,77,2
6417,NC,28365,Discover,4123,02013895,2,0.7280,-0.32,127,21,50,1
6418,CA,90630,Wells,1200,06012660,6,0.3873,-0.95,141,58,408,1
6419,FL,32824,Chase,2722,02013728,2,0.4178,-0.87,113,66,297,2
6420,AL,35232,Bank_Of_Am,1954,01018545,1,0.5384,-0.62,139,98,31,2
6421,AZ,85242,Bank_Of_Am,2069,01014992,1,0.7074,-0.35,128,28,96,7
6422,CA,94804,Wells,1550,04013142,4,0.9723,-0.03,120,79,91,6
6423,MA,01757,Bank_Of_Am,1498,01016874,1,0.0745,-2.6,142,34,62,1
6424,TX,79413,Chase,3054,10011603,10,0.3284,-1.11,122,11,43,1
6425,VA,23665,Associates,4512,01016027,1,0.4386,-0.82,119,97,15,1
6426,FL,33614,Discover,2120,06012653,6,0.4384,-0.82,130,81,300,1
6427,AZ,85706,Discover,3168,07012421,7,0.1248,-2.08,127,41,76,1
6428,MD,20874,Discover,1885,01019549,1,0.0913,-2.39,111,20,5,1
6429,OH,45150,Associates,2326,01019530,1,0.5040,-0.69,122,56,145,1
6430,ID,83206,Wells,1951,01015969,1,0.0847,-2.47,120,45,105,10
6431,CA,90308,Bank_Of_Am,9043,01018952,1,0.2941,-1.22,107,99,43,3
6432,TX,76112,Associates,1818,10011677,10,0.3817,-0.96,115,50,22,4
6433,AL,35630,Discover,1944,06012662,6,0.0778,-2.55,138,55,38,8
6434,GA,30635,Discover,6239,01014824,1,0.0160,-4.13,147,68,116,2
6435,CA,91977,Wells,3172,03013370,3,0.7284,-0.32,132,7,10,3
6436,WV,25265,Bank_Of_Am,3468,08012351,8,0.6309,-0.46,127,8,21,1
6437,TX,77077,Discover,6491,09012024,9,0.2998,-1.2,112,97,94,1
6438,NC,28732,Wells,2844,02014254,2,0.9245,-0.08,120,72,65,2
6439,NC,28804,Associates,529,01014799,1,0.9849,-0.02,113,54,22,6
6440,CA,92109,Wells,1635,03013651,3,0.1073,-2.23,129,40,253,1
6441,MI,48911,Discover,1855,02014290,2,0.0956,-2.35,106,81,93,3
6442,NY,11218,Discover,2062,03013617,3,0.1232,-2.09,135,60,220,9
6443,MA,01075,Discover,4572,01015799,1,0.3304,-1.11,139,89,57,2
6444,SC,29488,Discover,1658,01017301,1,0.8436,-0.17,127,62,184,1
6445,NJ,07042,Discover,1777,05012975,5,0.0305,-3.49,144,40,141,3
6446,NE,68144,Discover,938,03013483,3,0.6633,-0.41,119,41,82,1
6447,AK,99611,Bank_Of_Am,2653,01019291,1,0.9202,-0.08,125,27,10,6
6448,CA,91406,Bank_Of_Am,1625,03013362,3,0.7913,-0.23,124,91,109,2
6449,GA,30082,Wells,1839,03013506,3,0.3062,-1.18,100,11,89,1
6450,NE,68848,Discover,1600,06012679,6,0.7051,-0.35,138,35,11,6
6451,GA,31714,Discover,2161,01015995,1,0.3552,-1.03,110,43,33,2
6452,NY,11374,Associates,1957,04013175,4,0.4394,-0.82,110,41,21,2
6453,LA,70117,Chase_Rev,2500,01016819,1,0.5636,-0.57,115,85,208,7
6454,CA,92234,Bank_Of_Am,1466,01019289,1,0.1323,-2.02,109,40,31,8
6455,AL,35211,Bank_Of_Am,1704,01016638,1,0.0785,-2.54,138,97,88,3
6456,GA,30054,Discover,3425,05012963,5,0.0519,-2.96,137,62,57,6
6457,MD,20720,Wells,3372,01015171,1,0.3440,-1.07,143,39,43,1
6458,NM,87312,Bank_Of_Am,2403,01016008,1,0.8815,-0.13,142,8,57,3
6459,TN,37211,Chase,2567,03013651,3,0.4270,-0.85,132,79,123,1
6460,FL,33141,Chase,2695,08000000,8,0.9726,-0.03,107,64,116,5
6461,AL,36420,Chase,2919,03013438,3,0.9454,-0.06,143,97,30,3
6462,TX,75010,Chase,2672,10011771,10,0.8172,-0.2,84,6,28,3
6463,NY,10930,Associates,2828,04013285,4,0.4777,-0.74,140,2,154,11
6464,IN,46304,Bank_Of_Am,8613,08012212,8,0.5591,-0.58,120,55,25,5
6465,TX,78359,Wells,2057,09011896,9,0.5857,-0.54,121,82,114,3
6466,OH,44103,Discover,1627,01017134,1,0.6490,-0.43,105,27,79,2
6467,CA,92545,Wells,2678,02014600,2,0.3545,-1.04,129,25,300,1
6468,NY,14624,Bank_Of_Am,5440,06012585,6,0.4543,-0.79,117,54,159,4
6469,SC,29652,Discover,3557,01016252,1,0.3030,-1.19,130,48,338,3
6470,NV,89107,Wells,893,09011875,9,0.6147,-0.49,135,75,90,18
6471,MS,39209,Chase_Rev,4758,08012151,8,0.9674,-0.03,134,1,109,6
6472,CA,92324,Bank_Of_Am,1529,04013070,4,0.4425,-0.82,103,16,99,2
6473,CA,91910,Wells,1007,06012635,6,0.3981,-0.92,117,92,111,1
6474,PA,19144,Chase_Rev,1621,02014243,2,0.0574,-2.86,145,94,54,1
6475,MI,48195,Discover,2097,03013483,3,0.4084,-0.9,115,3,101,4
6476,CT,06106,Discover,4399,09012111,9,0.8951,-0.11,135,31,35,3
6477,NJ,07666,Discover,3331,01015711,1,0.0723,-2.63,126,52,86,1
6478,NC,27557,Discover,3137,02014109,2,0.6663,-0.41,132,57,239,5
6479,MD,20832,Bank_Of_Am,2923,03013508,3,0.6841,-0.38,139,76,3,1
6480,SC,29163,Chase,2187,04013216,4,0.5141,-0.67,125,69,93,4
6481,AZ,85345,Bank_Of_Am,4106,09012096,9,0.8183,-0.2,118,20,7,1
6482,TN,37214,Associates,2347,05012989,5,0.5966,-0.52,132,55,78,2
6483,LA,71006,Chase,2504,03013549,3,0.6687,-0.4,130,51,36,1
6484,CA,90620,Wells_FIB,3854,02014744,2,0.3775,-0.97,117,22,26,6
6485,NH,03843,Discover,8060,10011271,10,0.2274,-1.48,88,78,3,1
6486,AR,72927,Bank_Of_Am,8825,09920831,9,0.1921,-1.65,119,12,11,2
6487,CA,95122,Wells,4387,05012948,5,0.9668,-0.03,103,49,84,8
6488,TX,78539,Wells,2970,04013078,4,0.2601,-1.35,137,42,130,7
6489,IA,50601,Discover,11397,01019338,1,0.7689,-0.26,103,88,59,1
6490,KS,66414,Chase,9347,08000000,8,0.3646,-1.01,137,45,17,1
6491,CA,92630,Bank_Of_Am,2456,04013114,4,0.5482,-0.6,128,32,34,2
6492,NV,89108,Bank_Of_Am,4996,10011535,10,0.8005,-0.22,117,68,35,2
6493,TX,78729,Chase_Rev,2702,10011702,10,0.6837,-0.38,109,12,9,1
6494,OH,43147,Chase,4602,04013034,4,0.2304,-1.47,120,16,288,2
6495,TX,75287,Discover,2125,10011823,10,0.0658,-2.72,129,53,406,1
6496,CA,93274,Chase,7283,07012511,7,0.6419,-0.44,109,2,119,5
6497,PA,15145,Discover,1612,07920000,7,0.8807,-0.13,99,35,105,4
6498,IL,60827,Discover,2327,03013309,3,0.8859,-0.12,149,24,135,1
6499,NY,14612,Discover,4118,01016664,1,0.5509,-0.6,126,37,97,10
6500,OH,45044,Chase,5292,03013437,3,0.6230,-0.47,122,21,83,1
6501,CA,92064,Bank_Of_Am,2147,04923493,4,0.2268,-1.48,101,17,331,4
6502,MA,02050,Discover,3579,02924647,2,0.6575,-0.42,148,33,41,8
6503,IN,46220,Discover,756,04013038,4,0.0229,-3.78,136,29,154,2
6504,TX,77662,Associates,4085,09011934,9,0.9187,-0.08,143,50,31,10
6505,MI,48195,Associates,4512,08012353,8,0.2106,-1.56,145,96,52,4
6506,MI,48205,Associates,10644,09011942,9,0.7838,-0.24,139,64,76,2
6507,CA,91765,Wells,1537,03923887,3,0.4207,-0.87,128,88,27,2
6508,LA,70601,Discover,1821,02013862,2,0.5648,-0.57,126,87,37,3
6509,NY,12528,Bank_Of_Am,2356,07012535,7,0.1173,-2.14,113,74,127,3
6510,PA,17554,Associates,1610,03013362,3,0.9947,-0.01,107,23,61,16
6511,TX,77061,Bank_Of_Am,2245,09011989,9,0.4598,-0.78,113,26,107,1
6512,NY,13031,Chase_Rev,1389,05012863,5,0.2599,-1.35,133,14,13,1
6513,TX,77060,Associates,1546,09012114,9,0.3914,-0.94,122,51,48,7
6514,AZ,85380,Discover,1641,08012281,8,0.6903,-0.37,125,85,115,1
6515,CT,06106,Associates,1846,04013289,4,0.6498,-0.43,123,74,99,2
6516,AL,36089,Discover,1530,02013834,2,0.4495,-0.8,136,32,96,5
6517,KY,41102,Associates,2519,04013111,4,0.0452,-3.1,114,54,49,2
6518,CA,96028,Bank_Of_Am,547,01019463,1,0.1422,-1.95,97,66,177,1
6519,OH,44485,Bank_Of_Am,11335,07921851,7,0.9706,-0.03,119,13,64,3
6520,IN,47987,Discover,7269,09011983,9,0.9105,-0.09,135,13,59,4
6521,CA,91763,Discover,4255,09012109,9,0.4439,-0.81,125,26,50,1
6522,OH,44310,Bank_Of_Am,433,03013497,3,0.9760,-0.02,108,70,87,6
6523,FL,33442,Discover,5599,08012349,8,0.0376,-3.28,124,40,44,11
6524,TN,38018,Chase,711,03013382,3,0.1247,-2.08,124,91,93,1
6525,CA,93060,Wells,6030,01015076,1,0.3764,-0.98,143,69,70,4
6526,TX,79407,Discover,1937,10011489,10,0.1163,-2.15,120,7,95,2
6527,GA,30076,Chase_Rev,1385,04013104,4,0.7156,-0.33,119,16,2,1
6528,MN,56301,Discover,2277,01016178,1,0.2941,-1.22,136,59,116,1
6529,TN,37771,Associates,3515,02013770,2,0.9869,-0.01,116,12,74,6
6530,CA,90025,Bank_Of_Am,8729,09011882,9,0.7663,-0.27,113,56,120,14
6531,LA,71457,Discover,1734,07012486,7,0.7351,-0.31,140,30,72,4
6532,CA,91350,Wells,1797,08012276,8,0.5087,-0.68,122,19,113,1
6533,SC,29203,Associates,4991,01019256,1,0.7655,-0.27,147,95,283,13
6534,OH,44110,Discover,1542,08000000,8,0.3770,-0.98,109,20,28,1
6535,TX,77354,Discover,3284,10010162,10,0.2255,-1.49,118,16,84,3
6536,UT,84067,Associates,5954,02924858,2,0.6891,-0.37,110,8,125,3
6537,TX,76180,Bank_Of_Am,4893,04013020,4,0.7352,-0.31,118,30,64,1
6538,MI,48221,Wells,3650,04013150,4,0.8766,-0.13,125,61,5,1
6539,TX,76909,Discover,1510,03013405,3,0.3460,-1.06,89,2,34,1
6540,TX,78801,Discover,5314,10011325,10,0.7060,-0.35,115,81,58,6
6541,AL,36605,Discover,3375,01015117,1,0.3601,-1.02,136,1,51,2
6542,CA,94941,Wells,1122,01015790,1,0.3739,-0.98,125,54,40,1
6543,MN,55902,Bank_Of_Am,3814,01018579,1,0.9870,-0.01,127,52,53,5
6544,CA,95616,Wells,1067,06012689,6,0.1277,-2.06,121,17,15,2
6545,WI,54960,Associates,2101,03013422,3,0.0081,-4.82,124,81,111,2
6546,AR,72762,Associates,2186,06012678,6,0.4774,-0.74,128,3,127,3
6547,CA,94122,Bank_Of_Am,4089,06012574,6,0.0562,-2.88,129,82,12,4
6548,FL,34982,Discover,3042,05012826,5,0.5919,-0.52,134,18,24,10
6549,OH,45342,Associates,4414,07012389,7,0.6536,-0.43,121,59,42,2
6550,UT,84321,Wells,1846,03013681,3,0.1419,-1.95,129,85,45,2
6551,KY,40033,Associates,3236,07012437,7,0.0517,-2.96,124,30,19,5
6552,PA,19144,Associates,4686,06012591,6,0.5066,-0.68,138,39,100,8
6553,CA,93662,Associates,1704,01015960,1,0.1965,-1.63,119,36,82,1
6554,KY,40502,Discover,4044,09012071,9,0.8298,-0.19,94,2,42,4
6555,LA,70113,Wells,3095,05012926,5,0.1916,-1.65,136,62,88,3
6556,AR,71852,Chase,1812,04013114,4,0.9993,0,139,98,67,4
6557,IL,62863,Associates,1050,01019493,1,0.4594,-0.78,132,64,34,1
6558,NY,13903,Discover,2906,03013487,3,0.6522,-0.43,139,53,10,1
6559,CA,94549,Chase,9227,09012049,9,0.2282,-1.48,139,35,97,1
6560,AR,72143,Chase,5959,08012180,8,0.5752,-0.55,142,59,3,1
6561,CO,80440,Associates,488,03013540,3,0.4330,-0.84,89,31,585,3
6562,CA,90220,Wells,2573,02013707,2,0.1545,-1.87,130,63,57,7
6563,CA,92037,Bank_Of_Am,3145,07012419,7,0.4316,-0.84,135,54,47,1
6564,TX,75474,Discover,4118,10011562,10,0.2352,-1.45,137,23,79,1
6565,CA,95131,Bank_Of_Am,3529,02014525,2,0.1282,-2.05,145,32,102,1
6566,CA,94536,Discover,1591,04013183,4,0.2078,-1.57,121,24,132,1
6567,LA,70770,Discover,3269,01019513,1,0.7296,-0.32,122,32,363,1
6568,NJ,07866,Bank_Of_Am,7530,01015454,1,0.8081,-0.21,128,81,118,5
6569,AL,35896,Discover,1491,08012180,8,0.7410,-0.3,146,92,116,1
6570,IN,46173,Discover,2727,01016994,1,0.8697,-0.14,118,23,236,3
